site_category_lv1,overall_rating,review_title,review_text
Celulares e Smartphones,5,Ótima compra!,"Ótimo aparelho, bom desempenho, não trava, atualiza rápido, navega rápido, excelente espaço para aplicativos, já veio na caixa película e comprei a capa com facilidade, até agora nada de negativo nele. Totalmente satisfeito."
Eletrodomésticos,4,Produto muito bonito,"Produto bonito e eficiente um pouco barulhento mais tá ótimo ,só um poço complicado pra instalar mais do resto muito bom"
Celulares e Smartphones,4,"Execelente carregador portátil, porém um pouco grande","O carregador é excelente, vem com o adaptador para Iphones embutido nele. Dá aproximadamente 5 cargas no meu celular (Iphone 5C). Único ponto negativo é que ele é um pouco grande para mim, mas acredito ser do mesmo tamanho dos celulares atuais (Samgung s7, Iphone 6 por exemplo). Ele não é pesado, consegui carregar no bolso de trás normalmente. Eu recomendo"
Celulares e Smartphones,2,atraso na entrega,"as lojas americanas tão deixando muito a desejar na questão das entregas, fiz uma compra dia 22/04 e até agora não foi nem enviado."
Automotivo,5,Muito bom... cobertura excelente!,"Muito bom... cobertura excelente! Chegou dentro do prazo, muito fácil de colocar e eficiente. Por um lado é prateado, do outro é uma especie de isopor fininho (acredito que isso ajuda a isolar o calor)."
Vestuário Esportivo,4,Produto ótimo,"Produto ótimo recomendo, vendedor excelente, oque atrapalhou mesmo foi o sedex que tá uma porcaria ultimamente."
Automotivo,5,Excelente Produto,"Gostaria de prestar elogios para Americanas, e maiormente para a Casa de Auto Elétrico, pela agilidade em seus serviços, o meu produto chegou antes do prazo esperado, que seria dia 10/05/18, e chegou hoje dia 02/05/18, mas ainda assim era para ter chegado mais cedo ainda, porém por desatenção de uns dos funcionários dos correios, referente ao endereço lançado para entrega a partir da minha cidade, houve desencontros, que já foi solucionado, sendo entregue então hoje.   PS: Excelente produto, Asseguro que comprar pelo Site Americanas juntamente com seus Fornecedores é a melhor opção."
Móveis,4,BANCO PARA BAR,É UM BOM PRODUTO CUSTO E BENEFICIO. INDICO PARA A FINALIDADE DE POUCO USO
Automotivo,4,Excelente produto! Recomendo,"Excelente produto. COMPRA efetivada pelo site das lojas americanas, atendimento perfeito, encomenda chegou rápido. Agradeço o atendimento"
Informática e Acessórios,5,Muito satisfeito,Atende muito bem as necessidades para trabalhos em casa.
Instrumentos Musicais,5,Produto muito bom,"Produto muito bom , Produto otimo, Produto muito bom , muito bom"
Saúde,1,NÃO RECEBI O PRODUTO,PRODUTO NÃO  VEIO  ME  ENGANARAM E  QUEREM  QUE  EU  FIQUE  COM  O  PRODUTO   LOJAS  AMERICANAS  NUNCA  MAIS  COMPRO  COM  VCS
Celulares e Smartphones,5,Maravilhoso,"Esse aparelho é espetacular, nossa! Super recomendo! Amo Motorola!"
Livros,5,Excelente!,Boa leitura de muito envolvimento espiritual. o Autor consegue nos envolver com sua narrativa e transmite força e perseverança.
Eletroportáteis,4,Gostei do produto,Muito bom. Forte e as ponteiras são boas para as aplicações
Celulares e Smartphones,3,Gostei muito do aparelho..leve..2 chips,poderia ser melhor o manual..mais detalhado para idosos entenderem como utilizá-lo
Informática e Acessórios,5,Mt bom,Ótimo alcance é fácil de configurar..............................
Utilidades Domésticas,5,Ótimo,"Faqueiro lindo, estiloso e moderno com um material excepcional ! Entrega bastante rápida e segura também."
Livros,5,"Amei o livro, entrega rápida e segura!","Excelente produto, super recomendo. Site seguro e de rápida entrega, amei!"
Celulares e Smartphones,1,O PRODUTO NÃO FOI ENTREGUE,"Não tem como avaliar o produto porque Infelizmente o produto não foi entregue no prazo e fiz a solicitação do reembolso do valor pago da compra que efetuei à vista antes do Natal. Lamentavelmente, porque todas as vezes que comprei produtos da Americanas.com sempre foram entregues de forma muito rápida e dessa vez não fui atendido em meu pedido. As Lojas Americanas interagiu e informou que o valor será reembolsado no prazo de cinco a dez dias úteis, o que  também é um absurdo total porque paguei o valor à vista. O valor deveria ser devolvido imediatamente e poderia ser feito até mesmo nas lojas da rede em minha cidade. Fica aqui meu protesto e com profunda tristeza por não ter sido atendido no prazo e arrependido da compra que havia efetuado no Americanas.com."
Automotivo,5,Gostei muito deste produto,"Muito bom, atendeu minhas espectativas, produto bem elaborado de facil manuseio."
Brinquedos,2,Quebra cabeça,"As peças são muito fininhas e frágeis, parece um quebra cabeça de loja de 1,99, bem fraquinho"
Beleza e Perfumaria,4,Ótima,"Esquenta rapido, terminar rapidinho para concluir o processo e fica com brilho no cabelo"
Eletroportáteis,1,Não  gostei do prodruto,"Não  supriu a minha necessidade, pensei que a água fosse realmente gelada mais não  é, só  fica fria ."
Informática,3,O HD é uma carroça,"Isto é um problema ANTIGO da Acer: botam HDs grandes (1TB, o que é bom), mas com uma velocidade de leitura/ gravação horríveis. No final das contas a performance fica extremamente comprometida. Se trocasse o HD de 1TB por um SSD de 128 GB, ganharia MUITOS pontos com os usuários."
Automotivo,5,Muito bom!,ótimo! Pode comprar sem medo. Entrega rápida. Produto de qualidade.
Celulares e Smartphones,5,"Ótimo produto,  recomendo!","Produto ótimo,  funciona perfeitamente,  qualidade e custo benefício maravilhoso."
Eletroportáteis,4,Ótimo produto!!!,"Aspirador muito prático,  seu cabo longo facilita muito seu manuseio. Adorei!!!"
Câmeras e Filmadoras,1,Não gostei do produto!,"Sinais visiveis de pirataria! Além  do mais perdi todos os arquivos q tinha enviado nele, e muitas fotos e vídeos ficaram com a imagem preta. Sobre a Americanas.com tenho confiança,  mas nao gostei do parceiro q fiz a compra. Solicitei a devolução do meu dinheiro e assim foi feito."
Informática e Acessórios,5,Recomendo!!!!,"Aparelho muito bom, melhorou bastante o meu sinal e a distância alcançada também!!!!"
Casa e Construção,1,não é o produto que comprei,Comprei um produto e veio um bem inferior aguardo contato para devolver o mesmo. Empresa que formeceu nao inspirou confia ça nenhuma
Decoração,3,Gostei do produto,"era uma reposição, então não tenho muito a disser, mas as Americanas.com me atenderam com bastante presteza, o produto chegou 7 dias antes da estimativa."
Pet Shop,5,Adorei o produto,"Recomendo este produto, muito útil para quem tem gatos"
Casa e Construção,4,"Gostei do produto, funciona.","fácil instalação, não necessita de grandes conhecimentos de elétrica."
Informática e Acessórios,5,Produto exelente,Monitor top sem duvidas com as cores muito boa varias regulagens de altura angulo monitor bonito base super completa 240hz deixa tudo muito liso
Eletroportáteis,1,Não comprem,"Comprei essa batedeira, para uso doméstico ,ainda nem fiz 10 bolos e as velocidades 1 e 2 não funcionam mais. Bonitinha mas muito ruim ."
Livros,1,Não comprem,"Produto bem ruim, não vale o que se cobra por ele. Os cds não tem músicas relacionadas ao livrinho, aliás são curtíssimas, sem letras, relação zero com o livro."
Papelaria,5,Fichário,Excelente. Na foto não mostra detalhes internos. Há bilhetinhos  porta trecos na parte interna.Tem zíper. Adorei.
Utilidades Domésticas,5,Muito util e excelente qualidade,"Fiquei muito satisfeita com a aquisiçao, uso diariamente, excelente custo beneficio."
Ferramentas e Jardim,5,Gostei muito.,Produto de qualidade o preço tambem estava otimo pra quem quiser compra que compre sem medo pois o produto e muito bom estou muito satisfeito.
Beleza e Perfumaria,5,maravilha,muito bom . já  conhecia tive que comprar  pela internet porque não encontrei na minha cidade. obrigada.
Utilidades Domésticas,4,Rapidez / qualidade,"O produto muito bom, atende perfeitamente a uma família pequena. O produto é de qualidade."
Brinquedos,4,bom o produto.,chegou na data certa até antes a principio está tudo bem  funcionando vamos ver no decorrer do uso  não tenho oque reclamar......
Livros,5,Entrega no prazo,A transportadora entregou antes do prazo previsto =)
Ar-condicionado e Aquecedores,3,Um bom produto,"É um produto que supre a minha necessidade, só achei que a evaporadora é um pouco grande mas de resto é um bom produto."
Games,2,Botões trocados,"Os botões X e RB vieram trocados e conectados juntos assim disparando 2 funções, por favor entre em contato para troca da mercadoria"
Eletroportáteis,4,Qualidade,Ótima qualidade do produto e do atendimento. Recomendo para todos os amigos e familiares que queiram comprar.
Celulares e Smartphones,5,moto g 5s otimo celular custo beneficio,"Um otimo celular bonito e barato, nas primeira semana ele ficou esquentando muito logo depois q fiz uma atualizacao do sistema, mais ai formatei e o celular ficou otimo de novo ate agora com 1 mes de uso nao tenho o que reclamar nao trava otima camera, impressao digital super rapido recomendo!"
Games,5,PUBG Xbox One,Sensacional! O jogo é atualizado constantemente e tem muita gente online sempre. Excelente.
Utilidades Domésticas,4,estou satisfeita,estou aguardando meu cartão . para poder aproveitar as promoções.
Bebês,4,RECOMENDO,"Produto de boa qualidade, com fácil regulagem, bonito, resistente e barato."
Moda,4,GOSTEI MUITO DO PRODUTO,produto conforme o anunciado. entrega rápida e pontual. recomendo.
Informática e Acessórios,5,Muito bom,Economica e facil de manusear. Muito satisfeita c a compra
Informática e Acessórios,2,Não gostei muito do atendimento,"Mercadoria chegou no prazo, porém uma peça veio com defeito e tentei entrar em contato com a loja kalex e não atenderam, tive que arcar com as custas para conseguir trocar a mercadoria."
Bebês,4,Muito bom ..,Ótimo produto .. Muito bom o tempo de entrega.. Obrigado americana
Beleza e Perfumaria,5,Super Recomendo!,"Ótimo pra usar no dia a dia.Sua fragrância acentua a sensualidade da pele masculina e oferece uma sensação de frescor graças à ingredientes cítricos como grapefruit rosa e menta. Quando agitado, alegra os ouvidos com seu som inovador e provocativo, fazendo você vibrar com intensas emoções e viçosa sensualidade. Ah, e eu não posso deixar de elogiar também a entrega,muito ágil, chegou antes do prazo.  Parabéns à Toda Equipe Americanas!"
Moda,3,dá para calçar,Não tem o conforto que um produto de couro oferece
Eletroportáteis,1,Péssimo,"Péssimo atendimento, péssimo fornecedor, muita demora na entrega, por isso que fiz a solicitação do cancelamento do mesmo."
Bebês,3,Produto conforme anunciado,"Bom produto, segue especificações do anúncio. Poderia ter mais opções de entretenimento"
Suplementos e Vitaminas,1,Cheiro horrível,Eu não sei se fizeram um de sacanagem com a minha cara ou se realmente é o cheiro deste produto. Cheiro horrível demais. Infelizmente é o que eu posso comprar.
TV e Home Theater,5,Ótimo produto,"Gostei muito da tv,nada a reclamar,recomendo o produto"
Utilidades Domésticas,1,panelas,nao e aluminio da forma que mostra a imagem a tampa veio com pino preto
Eletroportáteis,5,Muito bom,Rápido e prático em pouco tempo tá preparado um delicioso café
Utilidades Domésticas,1,VEIO PRODUTO TROCADO,"o PRODUTO VEIO TROCADO COM MENOS NICHOS E COM A NOTA FISCAL COMPATÍVEL COM O PRODUTO QUE VEIO. POR ISSO,NÃO RECLAMEI . PARA QUEM PRECISA DE 30 NICHOS DEVE SER DEVE SER EXCELENTE."
Celulares e Smartphones,3,Vale o preço,"Pochete mto útil, disfarça bem o cel...o fone nao é dos melhores, mas tendo em vista o valor esta otimo tbm..."
Relógios,2,Muito grande,Relógio muito  grande acima de 4 cm parece mais um despertador.
Informática e Acessórios,5,"Ótima bateria, boa durabilidade","Boa duração, não esquenta, compatível com o ultrabook Hp."
Decoração,4,Ótima qualidade,"Tecido sintético, fácil de lavar e secar e muito durável"
Informática e Acessórios,1,O produto não foi  entregue,Pelo visto a Americanas.com perdeu o sentido de organização e de respeito com o cliente. Querem que eu faça avaliação do pedidos que não enviaram. Outro pedido recebí mas veio falsificado.
Livros,4,Gostei,Os livros desta coleção são muito bons. Para quem gosta de romance é recomendável.
Móveis,2,RECORTE DO TAMPO,"ADQUIRI ESTE PRODUTO, PORÉM NÃO FIQUEI SATISFEITO QTO AO TAMANHO DO RECORTE DO TAMPO, POIS NA DESCRIÇÃO NÃO DIZ O TAMANHO DO CORTE E NÃO SERVE PARA FOGÃO COOKTOP DE 4 BOCAS, SENDO ASSIM, O RECORTE É MUITO GRANDE E FICANDO O COOKTOP SAMBANDO DENTRO DO RECORTE. ACONSELHO AO FABRICANTE INFORMAR O TAMANHO DO RECORTE NA DESCRIÇÃO, PARA QUE OUTRO CONSUMIDOR NÃO ERRE NA HORA DA COMPRA. E OUTRA, GOSTARIA DE TER A OPORTUNIDADE DE UMA TROCA DESTE PRODUTO, POIS NÃO FIQUEI SATISFEITO."
Wearable,5,Perfeito,"Lindo aparelho, muito funcional ajuda muito no dia a dia, pouco tiro o meu smartphone do bolso. Recomendo!"
Bebês,4,Gostei do produto.,"Embora a entrega tenha atrasado, o produto chegou conforme o especificado. O produto atendeu à nossa expectativa, é de muita qualidade. Estamos satisfeitos com a compra."
Celulares e Smartphones,5,Ótimo,"Produto ótimo, aparelho muito bom, e a entrega é muito rápida mesmo recomendo !!"
Celulares e Smartphones,5,Celular Topzera!,"Show, celular muito bom, e muito bonito, veio bem antes do prazo determinado. Gostei bastante. :D"
Móveis,3,faltou os parafusos para montagem,gostei do produto só que faltou os parafusos para a montagem achei incluso no pedido
Eletroportáteis,4,Ótimo,Ótimo produto. A única coisa que deixou a desejar é que não tem como aspirar embaixo de guarda roupa ou cama box.
Informática e Acessórios,5,Valeu a compra,"Estou satisfeito com a compre, bom aparelho de marca brasileira, gostei."
Móveis,2,não gostei. Encosto da cadeira desconfortável,"Encosto da cadeira desconfortável, e ela é muito baixa"
Celulares e Smartphones,3,Tudo ok.,A entrega chegou antes e o produto veio conforme o combinado. Estou satisfeito.
Suplementos e Vitaminas,3,Calcio d3,Muito bom recomendável entrega excelente produto de boa qualidade!
Celulares e Smartphones,4,Recomendo. Produto de qualidade.,"É bonito, leve, rápido. Tem boa combinação de memória e processador. Comprei há pouco tempo, por enquanto estou muito satisfeito."
Celulares e Smartphones,4,telefone bom,Já tenho um modelo mais antigo e gostei.   Este modelo mais recente deve seguir o mesmo padrão.  Grata
Celulares e Smartphones,5,Ótimo produto gostei muito,"É um bom celular, mais deveria ter um processador mais potente. Pra rodar os jogos pesados com mais qualidade."
Eletrodomésticos,1,qualidade,"péssimo produto , centrífuga muito ruim , parece produto descartável,"
Informática,5,Muito bom. Recomendi.,Produdo muito bom. E chegou antes mesmo da data prevista. So nao gostei de terem cobrado 3 fretes se foi de uma compra so. Mesma cesta.
Beleza e Perfumaria,2,Loja cancela pedido sem motivo,"Realizei a compra onde paguei com VALE À VISTA e simplesmente cancelaram o pedido alegando problemas com o pagamento, sendo que comprei outro produto na mesma compra e o mesmo foi aprovado. Falta de respeito com o cliente!!!"
Relógios,5,Produto de Qualidade,"Produto muito bonito com uma ótima qualidade, chegou antes do prazo entregue pela Sintonia digital, recomendo!"
Livros,2,Livro regular,Dei de presente. E a pessoa achou que seria melhor. Achou então regular.
Bebês,5,Muito bom!,Minha filha gosta de brincar no cercadinho.  Ele é resistente e não vira. É colorido serve pra menina e menino.
Saúde,1,PRODUTO ENTREGUE NÃO É O ANUNCIADO,"FIQUEI DECEPCIONADA. O PRODUTO NÃO É O MESMO DA FOTO ANUNCIADA, NÃO TEM O SELO DA ANVISA E É FALSIFICADO, POIS VEM COM O SELO DA CHINA."
Celulares e Smartphones,4,Ótima atualização,"Esse novo modelo surpreendeu. Interface comum da LG. O botão de bloqueio se atrás causa um leve estranhamento no começo, mas dá pra se acostumar. Condiz com as informações técnicas."
Celulares e Smartphones,2,NÃO COMPRO MAIS NA AMERICANAS,"Comprei um MOTO G5s Plus que veio estragado, solicitei a troca e optei pelo Moto G6 que havia acabado de lançar, porém estou vendo muitos comentários que eles nem tem o produto em estoque. Sem contar que já demora muito para efetuarem a entrega quando se tem o produto. Espero que dessa vez meu celular venha muito bem embalado e coma  observação que é um material frágil.Última compra pela Americanas!"
Games,5,Excelente produto,perfeito.. Excelente... tudo o que se pode esperar de um produto original Microsoft
Casa e Construção,2,Não recomendo,Qualidade abaixo da publicidade  feita do produto....
Livros,5,"Muito bom , recomendo.","Pode comprar sem arrependimento, muito bom o box, excelente."
Celulares e Smartphones,4,Produto de boa qualidade.,"A câmera é excelente! A duração da bateria é boa e recarrega super rápido. O design é bem bonito! Enfim, um bom aparelho! Rs"
Eletroportáteis,5,Gostei muito!,"Ótimo e prático! Uso todos os dias e recomendo muito, cápsulas fáceis de achar e muitas variedades de sabores."
Decoração,5,Excelente produto!,"Além do design ser lindo, a qualidade é impecável! Super recomendo esse produto!!!"
Eletrodomésticos,5,gosto muito do produto brasten,sempre compro produtos da brastemp eu tinha uma maquina que durou 17 ano e 8 mes  e queimou agora acabei de comprar outra
Eletroportáteis,5,Produto execelente,"Ótimo produto, só veio na cor errada... mas está a contento"
Eletroportáteis,1,Gruda em todas as roupas,"A base é péssima, não desliza na roupa, o vapor dele é fraco e possui poucos furos de vapor, chegou dentro do prazo mais não recomendo o produto."
Papelaria,4,Adorei o produto,O produto é ótimo e todas as vezes que precisa vou comprar no site da Americanas.com.
Beleza e Perfumaria,3,Produto bom,Em menos de 1 mês já percebi melhora na textura da pele.
Informática e Acessórios,3,BOM CUSTO BENEFICIO,"O Produto é bom, atende as expectativas em ambiente escuros consegue-se uma imagem de bastante qualidade. Entretanto encontrei dificuldades na hora de configurar as cores, pois o meu aparelho veio com algumas funções a menos no MENU."
Móveis,5,otima,amei a minha ..muito linda..demorou um pouco p chegar ..mas amei a compra ..
Eletroportáteis,4,Gostei muito,Bom produto com muitas utilidades e facilidade de usar e de limpar ... custo beneficio que vale a pena
Informática e Acessórios,3,Avaliação.,Senti falta da nota fiscal que não veio com o produto. O controle remoto não está funcionando.
Alimentos e Bebidas,1,produto falsificado,Não permitido venda em site e a empresa dona do produto Rede Fácil Brasil  tem o preço tabelado então esse produto é falso.
Livros,2,Edição economia muito inferior a normal. Primeira vez que compro.,O livro história legal. Mais a qualidade ruim. Pequeno.
TV e Home Theater,2,Esperava mais da TV LG.,"A Tv apresentou problemas de ligar e desligar sozinha, é muito grossa, então no painel não fica muito elegante."
Casa e Construção,5,Ótimo,Super recomendo!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Eletroportáteis,5,O  café sai mas quente do que as  outras cafeteiras.,"Apesar do seu material ser de plástico  e uma exelente cafeteira fácil de limpar ,uma cafeteira que se encaixa em qualquer lugar."
Celulares e Smartphones,3,Bom celular,"Comprei para minha mãe, ela está gostando muito, mas acreditei que a bateria pudesse ser um pouco melhor! Mesmo assim recomendo! :)"
TV e Home Theater,5,Chegou rápido,Muito bom. Gostei. Comprei na eloca de descontos e paguei barato
Informática,5,Excelente Produto,"Comprei de presente para meu irmão,ele adorou. Entrega antes do prazo previsto."
Instrumentos Musicais,1,Recebi o produto com defeito,"Não posso dar opinião sobre um produto que já chegou a minha casa com defeito. Já devolvi para a empresa parceira da Americanas.com, a Mania Virtual, que até o momento, apesar de já ter recebido o produto de volta, não se manifestou em relação ao envio de um novo produto. A Americanas.com não disponibiliza nenhum canal de contato direto com atendentes para auxilio na negociação e resolução do problema com sua empresa parceira da venda. Resumindo, já paguei e ainda não estou com o produto mesmo depois de muito tempo passado da compra e devolução do produto a empresa responsável."
Automotivo,1,Entrega atrasada,"A data já foi modificada duas vezes e até agora não recebi o produto, o pedido foi feito  no início de dezembro."
Celulares e Smartphones,4,Recomendo,"O produto chegou em perfeito estado e muito antes do previsto. O celular superou as minhas expectativas, super recomendo. Estou apaixonada pelo meu celular Quantum Muv Pro."
Decoração,5,Parabéns. Produto chegou antes do prazo super bem embalado. Lindo. Adorei o produto. Recomendo,Parabéns. Produto chegou antes do prazo super bem embalado. Lindo. Adorei o produto. Recomendo
Utilidades Domésticas,5,Produto bom.obrigado.,Muito Obrigado de coracao a Tramontina as lojas americanas.com e a diretlog por toda a dedicacao possivel com os abnegados funcionarios sempre solicitos a cada entrega de mais este pedido.
Miscellaneous,1,Muito Fragil,"Não serve para tvs de parede, muito fragil e de dificil configuração"
Utilidades Domésticas,4,Como esperava,Produtos originais e com preço acessível é muito importante pra saúde do cliente.
"Cama, Mesa e Banho",3,Satisfeita,Minha filha adorou. Veio antes da data prevista. Estou satisfeita
Eletroportáteis,3,Bom Produto,"Usei poucas vezes, mas pra fazer batata ficou bom, desde que seja  a pré frita, pois usando a crua não ficou bom, demorou 25 a 30 minutos pra ficar pronta, mas uma porção boa . Vou usar produto pra fazer mais coisas ainda,estou indo com calma , pois energia elétrica esta cara. O produto parece ser bom, não tenho o que reclamar."
Ar-condicionado e Aquecedores,3,Normal,"Produto,normal.Já tive outro igual.Compra efetuada pelo fato de ter perdido o antigo rsrsrrsrs"
Informática e Acessórios,3,Avaliação,"Como foi presente a pessoa relatou que chegou em boas condições e está gostando muito da almofada bandeja, pois é um acessório muito útil para a rotina de estudos em casa."
Celulares e Smartphones,5,Muito bom,Amando esse celular. Muuuuuito top. Perfeito. Lindo demais. Melhor celular de todos que já tive.
Celulares e Smartphones,1,Não Comprem Produto Miragem,NÃO COMPREM COMPREI ELE DIA 15 OU 12 N LEMBRO E ELES N ENTREGAM TRATAMENTO RIDÍCULO. RIDÍCULO O TRATAMENTO.
Celulares e Smartphones,4,Ótimo,"Ótimo, entregaram rápido e com o produto em ótimo estado"
Brinquedos,3,Bonitinho,"É bonitinho, mas muito caro. Pelo que apresenta deveria ser bem mais barato."
Celulares e Smartphones,1,não sei,"não recebi o produto ainda, depois de um mês da compra"
Celulares e Smartphones,5,Ótimo produto.,"iPhone 7 128gb, ótimo produto. Chegada seria até 16/jan e chegou 02/jan, no primeiro dia útil do ano, mesmo com o feriado de ano-novo"
Papelaria,3,Bom,"Bom produto, mais fiquem atentos com as tonalidades das cores pq mudam muito."
Celulares e Smartphones,4,Gostei do produto muito bom....,produto muito bom eu recomendo.otimo acabamento. é muito bom mesmo......
Câmeras e Filmadoras,3,Gostaria de comprar,"Oi, Gostaria de comprar esse cartão  Mas como na avaliação acima o rapaz diz que comprou e recebeu um micro cartão, Gostaria de saber qual produto vou receber , pois não tenho interesse em micro cartão já que o mesmo seria para usar na minha câmera digital profissional e não serve micro.  Obrigada"
Bebês,5,Produto excelente,"Muito bom, entrega rápida e ótima qualidade! Recomendo a todos a compra. As mamadeiras são as melhores"
Eletrodomésticos,3,Cumpre a função,"Tem que pegar a manha,  se carregar mais de meio cesto, não há quem segure, ela costuma caminhar pela área de serviço e se duvidar até sai da porta atrás da gente.   O bom é depois de alguns trancos, recolocar a roupa que já não está tão encharcada no cesto e segurar a máquina nas primeiras voltas, aí sim vai que vai e larga praticamente seca.   Mas não dá pra ligar e deixa-la sozinha."
Celulares e Smartphones,5,Otimo produto,"Produto em perfeito estado, com otima qualidade, entrega antes do previsto."
"Agro, Indústria e Comércio",5,Excelente produto,Gostei muito do produto. Recomendo por ser muito prático e silencioso.
"Cama, Mesa e Banho",3,"Nao era o que eu imaginava, mas....","Ao comprar a cortina eu imaginei que viria uma cortina com o blackout, ou um pano mais grosso, mas nao condiz com o que ta escrito. Para começar o tecido é bem fragil, e ja veio com algumas avarias,minha vontade era me enforcar de raiva de ter comprado kkkkk, quando coloquei na janela ate que ficou legal,mas nao bloqueia totalmente a luz, creio que bloqueia uns 50%. Mas agora com passar do tempo me acostumei com ela, se querem uma cortina bacana, bonita e que bloqueia a luz ""NAO COMPREM ESSA"", agora se querem algo mais simples e barato ela é a escolha perfeita."
Instrumentos Musicais,4,Robustez e fidelidade por um preço justo.,Tudo o que eu esperava de um microfone condensador. Uma peça com bom acabamento e com resposta de áudio acentuada nas frequências da voz humana. O “pop filter” é um complemento importante pois o microfone tem uma excelente captação e esse filtro reduz sobremaneira os efeitos dos sons de consoantes explosivas como “p” e “b”.
Automotivo,1,"O carregador ate funciona,, mas o compressor é de brinquedo!","Na primeira calibragem o compressor soltou fumaça com cheiro de queimado. Usei 33 psi apenas e o manual diz que vai até 100 psi. Fujam desse. Tenho um compressor portatil da Schultz que nunca me deixou na mao, embora seja para uso domestico."
TV e Home Theater,4,Muito bom,Produto bom entrega rapida gostei muito atendimento bom preco bom  recomendo a compra vale a pena
TV e Home Theater,5,É uma ótima TV eu recomendo.,"É uma ótima TV, chegou em casa antes do prazo. Parabéns  americanas pelo ótimo serviço."
TV e Home Theater,4,Muito satisfeito com o produto.,"Não a chega a excelência por não ter tomadas HDMI e a conexão Bluetooth, mas corresponde ao esperado com um ótimo design e sonoridade."
Suplementos e Vitaminas,4,muito bom,"produto bom , a entrega que foi pro lugar errado , culpa dos correios"
Eletroportáteis,4,"sim produto muito bom ,mas precisa melhorar nas conecçoes.","ATÉ O PRESENTE MOMENTO É UM OTIMO PRODUTO ,MAS DURANTE A INSTALAÇAO QUASE PERCO A PACIENCIA NAO TINHA JEITO DE PARAR O GOTEJAMENTO NAS CONECÇOES TIVE QUE PASSAR VEDA ROSCA E NAO ADIANTOU SÓ PAROU DEPOIS QUE COLOQUEI SILICONE . E COMO JA RECLAMARAM REFORÇO ...SUBSTITUAM AS PEÇAS DE PLASTICO POR METAL."
TV e Home Theater,5,Excelente,Produto chegou no prazo. Era aquilo que eu estava esperando. A qualidade da imagem realmente é muito bonita. Muito satisfeito.
Relógios,1,Não gostei do produto,não gostei do produto veio estragado não funciona péssima qualidade quero meu dinheiro de volta já devolvi o produto estou esperando meu dinheiro de volta
Livros,5,Gostei bastante!,Amei o produto e recomendo. Chegou antes da data prevista.
Áudio,3,Bom produto,"O produto é muito bom! Boa acústica, isolamento externo e qualidade do som. Você só precisa ter em mente que por ser estilo 'concha' que envolve a orelha inteira, acaba esquentando a orelha e você não conseguirá usa-lo por muito tempo. Para uso prolongado os fones de encaixe ou intra-auricular são melhores."
Móveis,5,impressão de altíssima qualidade,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns"
Eletroportáteis,5,Cafeteira,Produto bom e chegou muito rápido parabéns pelo entrega antes da data estipulada
TV e Home Theater,5,Tv,Equipamento muito bom chegou antes do previsto estou super satisfeito
Brinquedos,2,Muito pequeno nao gostei,O produto que fala que é para criancas de 3 a 4 anos ficou muito pequeno pro meu filho de 2  Parece ate ser o produto numa versao menor
Casa e Construção,3,Gostei,O produto e rasoavel deveria ter a marca do produto no cabo ai sim ia ser tope ea serda deveria ser um pouco mais macia o cabo veio um pouco torto mais isso nao impede de usar o produto
Livros,3,Dei de presente,"Não sei se o conteúdo é tão bom, mas meu sobrinho ficou empolgado para ler"
Celulares e Smartphones,5,Ótimo produto com custo-benefício excelente.,"Produto muito bom para o preço pedido: leve, compacto, bonito e aparenta robustez. Completo, dá duas cargas no S7 e tem praticamente o tamanho dele, possibilitando levar os dois junto carregando no bolso. Recomendo!"
Automotivo,4,Total satisfação,"Bom acabamento,   ótimo brilho e muito repelente  a água não gruda poeira e lama sai facilmente ao jogar água."
Utilidades Domésticas,4,Copo dos milagres,Ótimo copo recomendo  compre  mesmo que seja um pouquinho caro copo milagroso que quando vc coloca água nele vira qualquer bebida que vc quiser graças a esse maravilhoso copo nesse momento estou bebendo um vinho dos alpes marcianos a bebida mais rara do mundo  agradeço muito de coração  e vou comprar uns 10 porque vai que esse copo quebra ne  não viverei um dia sem o copo milagroso
Informática,5,Gostei muito do produto!,O produto atendeu bem a todas as minhas expectativas. Recomendado!
Esporte e Lazer,5,top demais,"corda bem resistente, mais que a original, ótimo acabamento perfeito para balestra"
Automotivo,1,Horrível,"Faz um bom tempo  que compro nas Americanas e sempre tive sucesso. Mas desta vez não  fui bem sucedido na compra do VIVA VOZ BLUETOOTH  VEICULAR. SINCERAMENTE, não compensa nem a correria para devolução."
Celulares e Smartphones,5,Ótimo celular,"Bom celular, melhor que o S8 em configuração... somente a câmera deixa a desejar."
Casa e Construção,4,Ótimo produto,"Muito eficiente,silencioso ,fácil de usar e bonito . Diferencial as paletas que oscilam e se fecham quando desliga evitando o acúmulo de poeira ."
Beleza e Perfumaria,5,"Gostei chegou antes do prazo, ótimo","Perfume bem intenso, chega antes do prazo e e uma qualidade excelente."
Papelaria,4,Muito  bom,Gostei do produto  Casio muito bom os produtos deles
Utilidades Domésticas,1,Não é Paint Zooooooooommmmmm,"Fiz a compra do produto e foi entregue hoje porem a marca não é da Paint Zoom, pois foi entregue uma marca chamada como Spray Gun.   Gostaria de receber o produto que foi disponibilizado no anuncio da America."
TV e Home Theater,1,Avaliar sem receber???,"Continuo aguardando a entrega da TV, o que ainda não ocorreu..."
